weather_id,date_time,city,season,temperature_c,humidity,rain_mm,wind_speed_kmh,visibility_m_x,weather_condition,air_pressure_hpa,traffic_id,area,vehicle_count,avg_speed_kmh,accident_count,congestion_level,road_condition,visibility_m_y
5001.0,2024-01-01 00:00:00,London,January,9.9816047538945,70.0,2.0804935070672723,15.14781789038869,5334.0,Storm,1000.9998864559273,9001.0,Southwark,1601.0,28.381484571766165,0.0,High,Damaged,7886.0
5002.0,2024-01-01 01:00:00,London,January,33.02857225639664,90.0,3.236740221289937,28.89942352328084,6931.0,Clear,957.1641665371536,9002.0,Southwark,2474.0,81.26281708909934,0.0,Medium,Snowy,4530.0
5003.0,2024-01-01 02:00:00,London,January,24.279757672456203,67.0,1.7553499059324251,68.96141729040134,8417.0,Rain,986.4017915926336,9003.0,Kensington,2459.0,24.71666993157664,0.0,Medium,Snowy,7601.0
5005.0,2024-01-01 04:00:00,London,January,1.2407456176974607,25.0,0.9038363796516248,73.25530800413101,9559.0,Storm,967.6808976629852,9005.0,Islington,3087.0,67.79680184240175,0.0,High,Wet,6830.0
5006.0,2024-01-01 05:00:00,London,January,1.239780813448106,46.0,19.018716659041868,39.8350442716485,7990.0,Storm,961.0367868689228,9006.0,Camden,293.0,56.83543701605844,1.0,High,Dry,341.0
5007.0,2024-01-01 06:00:00,London,January,-2.6766555132720216,72.0,0.5710228517156314,31.90692918718046,9916.0,Snow,1030.0985003975877,9007.0,Islington,4329.0,28.153948614218425,0.0,High,Wet,5165.0
5008.0,2024-01-01 07:00:00,London,January,29.647045830997406,67.0,13.437132176807502,60.03111416725613,383.0,Fog,984.6126152566154,9008.0,Camden,610.0,47.524615069566885,1.0,Low,Dry,
5009.0,2024-01-01 08:00:00,London,January,19.04460046972835,26.0,12.242565689485836,5.854007901440168,9506.0,Rain,957.8846518271996,9009.0,Kensington,429.0,65.95913027003712,0.0,Low,Damaged,8571.0
5010.0,2024-01-01 09:00:00,London,January,23.322903111841818,78.0,3.725998360792306,7.158270638593391,2995.0,Snow,976.548020453968,9010.0,Unknown,4779.0,89.35518463524251,0.0,Low,Wet,3250.0
5011.0,2024-01-01 10:00:00,London,January,-4.176620228167902,60.0,6.453289751511346,52.15789711383685,4830.0,Storm,1018.280808606991,9011.0,Kensington,2557.5,81.80696313548964,0.0,Low,Snowy,4739.0
5012.0,2024-01-01 11:00:00,London,January,33.79639408647977,30.0,2.8639333292705427,38.95525705913986,4706.0,Fog,1024.5635272172356,9012.0,Islington,4727.0,64.66101892055069,1.0,Low,Wet,6143.0
5013.0,2024-01-01 12:00:00,London,January,28.29770563201687,34.0,4.971728652641271,63.233220025536816,2715.0,Snow,961.986512984952,9013.0,Camden,3757.0,30.56238602232664,1.0,Medium,Damaged,7946.0
5014.0,2024-01-01 13:00:00,London,January,3.493564427131046,83.0,2.081942286916264,73.30166698748252,7181.0,Rain,1027.8566439933934,9014.0,Southwark,2023.0,29.502942688464003,0.0,High,Damaged,2551.0
5015.0,2024-01-01 14:00:00,London,January,2.2729986882840247,22.0,1.791660293730053,31.0693502137238,4985.0,Fog,987.0559158217078,9015.0,Camden,2252.0,83.24985367105151,0.0,High,Wet,8883.0
5016.0,2024-01-01 15:00:00,London,January,2.3361803941373527,88.0,4.3164731511935415,47.7128021267717,465.0,Storm,1017.9382668935004,9016.0,Camden,2294.0,69.79798912401063,0.0,Low,Dry,613.0
5017.0,2024-01-01 16:00:00,London,January,7.169689718381509,42.0,3.4470675388351624,40.05573022362479,757.0,Clear,1017.1507789296944,9017.0,Chelsea,1856.0,42.22544681800207,1.0,Low,Dry,4658.0
5018.0,2024-01-01 17:00:00,London,January,15.990257265289516,72.0,4.331986467796448,78.52885245139463,7838.0,Rain,1029.359272107764,9018.0,Camden,1820.0,97.4333122948404,0.0,Low,Snowy,8781.0
5019.0,2024-01-01 18:00:00,London,January,12.27780074568463,56.0,1.688989643823475,66.48675258852761,2734.0,Fog,1019.7182780309048,9019.0,Southwark,1025.0,90.07846997248126,1.0,High,Wet,279.0
5021.0,2024-01-01 20:00:00,London,January,19.47411578889518,34.0,0.4381376190941361,20.347207006208336,3416.0,Snow,1001.9481110889548,9021.0,Chelsea,2640.0,43.23067425471386,1.0,High,Wet,483.0
5022.0,2024-01-01 21:00:00,London,January,0.5797544260816734,22.0,0.2684617558175829,61.80211385300755,3553.0,Fog,966.6181173470972,9022.0,Chelsea,4849.0,37.78809260758757,1.0,Low,Snowy,2671.0
5023.0,2024-01-01 22:00:00,London,January,6.685785941408726,89.0,1.4615111760824908,21.237857999811915,4492.0,Snow,1046.996453749269,9023.0,Southwark,1393.0,94.54454300916372,0.0,High,Snowy,4401.0
5024.0,2024-01-01 23:00:00,London,January,9.654473731747668,36.0,0.3857383331328565,16.69940267427119,6230.0,Fog,975.5834538511098,9024.0,Camden,1910.0,49.91195399641431,0.0,Medium,Damaged,4245.0
5025.0,2024-01-02 00:00:00,London,January,13.24279936868144,45.0,0.5478172817869573,75.54129277244407,2609.0,Rain,992.0107351269224,9025.0,Kensington,4497.0,82.0015439438921,0.0,Medium,Snowy,3451.0
5026.0,2024-01-02 01:00:00,London,January,26.407038455720546,40.0,8.381319382716747,1.5443533374293317,8187.0,Snow,969.6702151773436,,Kensington,2311.0,94.57498713325032,0.0,Low,Snowy,8290.0
5027.0,2024-01-02 02:00:00,London,January,2.986951286334389,91.0,0.1982472497256159,77.23109629307437,4021.0,Rain,963.4589133817964,9027.0,Chelsea,539.0,54.28060268269845,1.0,Low,Damaged,5049.0
5029.0,2024-01-02 04:00:00,London,January,18.6965827544817,30.0,1.5911033145110862,41.384860965707375,6966.0,Storm,999.317964874152,9029.0,Kensington,959.0,17.762980081323448,0.0,Medium,Snowy,2212.0
5030.0,2024-01-02 05:00:00,London,January,-3.141983491200091,57.0,10.260909648705594,22.073804245448247,1779.0,Storm,987.4659734103042,9030.0,Chelsea,4964.51,68.73232728349092,2.0,Low,Snowy,727.0
5031.0,2024-01-02 06:00:00,London,January,19.301794076057533,91.0,3.3178669851385374,28.056186194458192,9283.0,Storm,1001.1181116878131,9031.0,Chelsea,4731.0,29.3575176514012,0.0,Medium,Dry,5630.0
5033.0,2024-01-02 08:00:00,London,January,-2.39793628058882,33.0,3.645311746419777,46.84112339848637,2633.0,Fog,950.5856297898418,9033.0,Southwark,2850.0,19.094099155402173,0.0,Medium,Snowy,1056.0
5034.0,2024-01-02 09:00:00,London,January,32.95542149013333,33.0,2.405994467420732,27.847643800629925,9294.0,Snow,995.766158832932,9034.0,Kensington,691.0,54.56873728182385,0.0,Medium,Snowy,645.0
5035.0,2024-01-02 10:00:00,London,January,33.625281322982374,29.0,4.15401894723186,52.59144315957306,9916.0,Snow,1013.2571980795334,9035.0,Camden,913.0,56.89152086168092,0.0,Low,Dry,195.0
5036.0,2024-01-02 11:00:00,London,January,27.335893924658443,31.0,0.6081997041456109,1.251785435365278,3105.0,Rain,993.0710835609348,9036.0,Islington,3579.0,53.5167452146137,1.0,High,Dry,1267.0
5037.0,2024-01-02 12:00:00,London,January,7.1845507669348265,57.0,29.029911307672403,5.149990681203169,6851.0,Fog,962.6208983911196,9037.0,Southwark,3435.0,78.1051737313059,1.0,High,Damaged,2178.0
5039.0,2024-01-02 14:00:00,London,January,22.369321060486275,60.0,2.14032260759685,33.51949482481849,4001.0,Fog,982.3943952303622,9039.0,Camden,4718.0,73.57400650078944,0.0,Low,Dry,6806.0
5040.0,2024-01-02 15:00:00,London,January,12.606099749584054,29.0,6.192991164104536,65.18369381279808,7349.0,Fog,963.4755551181933,9040.0,Kensington,2746.0,66.84674585958315,0.0,Medium,Wet,7670.0
5041.0,2024-01-02 16:00:00,London,January,-0.1184706062088469,36.0,2.26199281130539,41.37866930241201,7506.0,Clear,1005.0265814746404,9041.0,Chelsea,3395.0,91.3952932494006,0.0,Low,Snowy,9200.0
5042.0,2024-01-02 17:00:00,London,January,14.807076404450807,36.0,8.957026810519649,19.58485920487206,9983.0,Fog,951.9171557564016,9042.0,Chelsea,3737.0,61.80749607429287,1.0,Medium,Wet,7165.0
,2024-01-02 18:00:00,London,January,-3.624459155391264,86.0,3.0281612918229897,45.94957793912112,4187.0,Rain,982.4063690744944,9043.0,Kensington,268.0,41.34893909921334,0.0,Low,Snowy,1725.0
5044.0,2024-01-02 19:00:00,London,January,31.372816083151285,81.0,6.356949113206934,61.46919941540804,7981.0,Rain,1025.0642369593402,9044.0,Islington,916.0,15.32699326034793,0.0,Medium,Snowy,7610.0
